# t (s)	mx ()	my ()	mz ()
0	1	0	0
5.000567123763058e-12	0.9997527	-0.0055740657	-0.00018728791
1.0000152679309491e-11	0.9989808	-0.010996097	-0.00064009964
1.500431322045897e-11	0.9975246	-0.01606031	-0.0013562352
2.0010989866819773e-11	0.99534506	-0.02054657	-0.0023150325
2.5011028748947878e-11	0.9927689	-0.024257023	-0.0034705373
3.0001116550604733e-11	0.99047744	-0.027060756	-0.0047607026
3.500734860470473e-11	0.98921126	-0.028903475	-0.0061301775
4.000959145385104e-11	0.9894011	-0.029748414	-0.0075218603
4.501220818973313e-11	0.9909264	-0.029586347	-0.0089011565
5.000873693608668e-11	0.993232	-0.028415976	-0.010240863
5.5015491383571007e-11	0.9956251	-0.026244858	-0.011518439
6.000837945866146e-11	0.9975212	-0.023128603	-0.012693924
6.500602632706435e-11	0.9986507	-0.019140426	-0.013730891
7.000022379181268e-11	0.9990644	-0.014410097	-0.014583465
7.501592173128207e-11	0.99891394	-0.00906532	-0.015217479
8.00150624528311e-11	0.99834114	-0.0033174083	-0.0155984545
8.501110436951502e-11	0.9975322	0.0026593842	-0.015706988
9.001347734853815e-11	0.9964997	0.008680628	-0.015531859
9.5008476922698e-11	0.9950668	0.0145292105	-0.015077917
1.0001069821313748e-10	0.9930755	0.020019582	-0.014362691
1.0500445441390753e-10	0.9907514	0.024956683	-0.013422139
1.100029551694949e-10	0.98879623	0.029220084	-0.012299939
1.1500778841748982e-10	0.9880586	0.032703027	-0.011044414
1.20002750589452e-10	0.9889574	0.0352924	-0.009703281
1.2500832749597702e-10	0.9912268	0.03689491	-0.008310691
1.3000195067714333e-10	0.9939216	0.03742714	-0.0069104047
1.3500944548913277e-10	0.9959999	0.036862183	-0.0055334945
1.4000094932354726e-10	0.99687976	0.03523189	-0.0042251707
1.4500809211654505e-10	0.9967549	0.032605704	-0.0030063991
1.5000939941622506e-10	0.9964181	0.029110823	-0.001913511
1.5500042899959033e-10	0.99662524	0.02488987	-0.00096946047
1.6000699692958236e-10	0.9973542	0.020035794	-0.00018214024
1.6500504498810342e-10	0.9977553	0.014685662	0.00041492592
1.700096491383527e-10	0.9969036	0.00898228	0.0007710941
1.7501107734486035e-10	0.9945202	0.0031416744	0.0008415253
1.8000861586170177e-10	0.99122536	-0.0026203934	0.00061665196
1.8500681372091185e-10	0.9881933	-0.008138607	0.000119809985
1.9001027186546626e-10	0.9864666	-0.013301679	-0.0006079489
