# t (s)	mx ()	my ()	mz ()
0	1	0	0
5.000281767170032e-12	0.999743	-0.006980465	-0.00023477637
1.0015739752119541e-11	0.9989346	-0.013817535	-0.000806913
1.5003119650199637e-11	0.9974197	-0.02018465	-0.0017090199
2.0009340461507588e-11	0.99514365	-0.02586384	-0.002924669
2.5008857561828725e-11	0.9924437	-0.030575706	-0.0043949806
3.0014540852838345e-11	0.9900189	-0.03415595	-0.0060475455
3.5004352633989834e-11	0.9886652	-0.036499552	-0.007795737
4.000611928468285e-11	0.9888253	-0.037580967	-0.009583351
4.5008230965558055e-11	0.9903926	-0.03737055	-0.011361064
5.000418417975222e-11	0.9927914	-0.035856705	-0.013094304
5.5010601114396026e-11	0.9952928	-0.033037875	-0.0147540225
6.000313392658653e-11	0.99727553	-0.028975438	-0.016287483
6.500014707638758e-11	0.9984501	-0.023755608	-0.017645702
7.001000516618827e-11	0.9988723	-0.017518694	-0.018770115
7.500911850271439e-11	0.99870485	-0.010490823	-0.019604228
8.000778627118467e-11	0.99809754	-0.0028812787	-0.02010951
8.500331356841415e-11	0.99724543	0.005061014	-0.020254187
9.000528124872859e-11	0.9961456	0.013092743	-0.020020256
9.501575822199411e-11	0.99456626	0.020946432	-0.019408436
1.00001563578361e-10	0.9923171	0.028294643	-0.018447064
1.0501091121232098e-10	0.98960775	0.034962516	-0.01717088
1.1000896973007749e-10	0.9872707	0.040719	-0.015649408
1.1501324637482593e-10	0.9862981	0.045444563	-0.013944369
1.2000758461200716e-10	0.98720735	0.04898437	-0.0121193025
1.2501265130517102e-10	0.98972017	0.051201668	-0.010218847
1.300058049386051e-10	0.9927461	0.051963963	-0.008301458
1.3501276325162375e-10	0.9950539	0.0512141	-0.0064100036
1.400037018502979e-10	0.99594635	0.048981495	-0.004608499
1.4501022502003547e-10	0.9956589	0.04535726	-0.0029278214
1.5001118358147853e-10	0.9951736	0.040520824	-0.001420532
1.5500191538526406e-10	0.99545133	0.034674674	-0.00011700401
1.600079062482287e-10	0.99648833	0.027938714	0.0009786788
1.6500549490815278e-10	0.9972138	0.020480439	0.0018240286
1.7000981686232295e-10	0.9964122	0.012482425	0.002343296
1.7501024858851829e-10	0.9936544	0.004248389	0.0024634253
1.8000723311528065e-10	0.9896598	-0.0039114263	0.0021635245
1.850048745988149e-10	0.9858931	-0.011761614	0.0014741322
1.900082095469197e-10	0.9836874	-0.019155584	0.0004512527
