# t (s)	mx ()	my ()	mz ()
0	0.96696657	0.12527919	0
1.041803949249383e-11	0.96394086	0.13551675	-0.013006519
2.030214782002423e-11	0.955096	0.16281913	-0.02471082
3.032456608100488e-11	0.9387754	0.20599496	-0.035674613
4.0166409391388045e-11	0.91385645	0.26079142	-0.04527264
5.057380432907014e-11	0.8763772	0.32833615	-0.053949498
6.034174002482665e-11	0.82997715	0.39699867	-0.060742233
7.010580840929914e-11	0.7724371	0.46737885	-0.06652881
8.056221493905341e-11	0.6982524	0.54143	-0.07222979
9.032119796143485e-11	0.6167862	0.6065474	-0.077850126
1.0010120311571825e-10	0.5221667	0.66503316	-0.08463908
1.1059014059761936e-10	0.40430102	0.7158364	-0.09419656
1.202974083491238e-10	0.27847293	0.7459183	-0.10573599
1.3060800829901087e-10	0.12761307	0.7518136	-0.12041326
1.4024203225982478e-10	-0.02542907	0.726446	-0.13478296
1.5061765655026576e-10	-0.1960539	0.6627509	-0.148832
1.6035596117488634e-10	-0.3543315	0.569605	-0.15936181
1.7015368200751185e-10	-0.5034726	0.44585747	-0.166542
1.8070100960000504e-10	-0.64219	0.2843495	-0.16907534
1.905693060127822e-10	-0.74514675	0.11388853	-0.16493693
2.0040183340798845e-10	-0.8176554	-0.06764631	-0.15280871
2.100297469377554e-10	-0.8517997	-0.2446709	-0.13108043
2.2021757983915596e-10	-0.8388538	-0.40323016	-0.09564586
2.3038167231377762e-10	-0.7842021	-0.48880082	-0.051585753
2.405803101543849e-10	-0.72374624	-0.4835583	-0.010442584
2.5011847110051833e-10	-0.683659	-0.41544437	0.019767027
2.603505013371971e-10	-0.6613288	-0.30603877	0.042870145
2.706134445535305e-10	-0.6558454	-0.19218862	0.056468584
2.8016184048095183e-10	-0.6627221	-0.10691118	0.06267938
2.9037021724278843e-10	-0.6872271	-0.045210544	0.06648713
3.005958891822283e-10	-0.7461714	-0.007686344	0.06979446
3.101401180373297e-10	-0.8296118	0.024632862	0.07327905
3.203837196485595e-10	-0.9144981	0.09059699	0.07670279
3.3067827186457753e-10	-0.93055534	0.19046636	0.073533006
3.4029188689552143e-10	-0.8633683	0.2614888	0.063031964
3.505699151270821e-10	-0.7672144	0.2908365	0.048807934
3.601273968177885e-10	-0.7033545	0.30057013	0.03563678
3.703530288751152e-10	-0.67712265	0.31661075	0.021532178
3.8059634229075195e-10	-0.68746036	0.34847492	0.0059809205
3.901855851895528e-10	-0.7229007	0.38609093	-0.010609303
4.0048264846099585e-10	-0.78055507	0.4079882	-0.030765178
4.100673963175354e-10	-0.839063	0.3864257	-0.050539676
4.2030642030683256e-10	-0.89113283	0.31375378	-0.069308236
4.305632579504784e-10	-0.91761535	0.20246755	-0.08164963
4.4016006987730374e-10	-0.915098	0.08300363	-0.08452294
4.504437620843801e-10	-0.8931588	-0.03526855	-0.076613836
4.600538334678763e-10	-0.86990213	-0.12583525	-0.060823135
4.703862530129289e-10	-0.85328525	-0.20270152	-0.037387468
4.800385958625584e-10	-0.85558665	-0.251077	-0.011402524
4.903910437691347e-10	-0.8824332	-0.26514998	0.019558715
5.006645338042795e-10	-0.92158055	-0.22184855	0.04933849
5.101869892138522e-10	-0.9443592	-0.13183093	0.069925755
5.203748485116555e-10	-0.94054097	-0.00833961	0.08165577
5.30571325754575e-10	-0.9166748	0.1200659	0.082976095
5.401257582215147e-10	-0.88421774	0.23406047	0.07566782
5.503662004979396e-10	-0.849634	0.34004587	0.05922328
5.605860788719352e-10	-0.8288199	0.41853952	0.035022873
5.701256507980455e-10	-0.82952505	0.45800015	0.0076989094
5.803698978836585e-10	-0.85235	0.4555591	-0.022804465
5.906387178060973e-10	-0.8870046	0.40165406	-0.050099954
6.002332540601461e-10	-0.9130904	0.3084399	-0.068650894
6.105167518470645e-10	-0.9225222	0.18151373	-0.07693499
6.201197929195229e-10	-0.91531014	0.06100225	-0.07248433
6.30437509602964e-10	-0.90081674	-0.04712341	-0.05636369
6.400592690618549e-10	-0.89374804	-0.11517973	-0.03399753
6.503559061230437e-10	-0.90202004	-0.14836296	-0.0063910373
6.606432139963301e-10	-0.92712533	-0.13811754	0.021106333
6.702354190002304e-10	-0.9548781	-0.0877354	0.04310173
6.805157173941909e-10	-0.9713479	0.0024061068	0.05811237
6.900970759766263e-10	-0.9663625	0.101287246	0.06151621
7.003303038126926e-10	-0.9452398	0.20117143	0.054616787
7.105449886164132e-10	-0.92111766	0.28110763	0.0396867
7.200621842158006e-10	-0.9073574	0.3303384	0.020966846
7.3026143456637e-10	-0.90782166	0.34941667	-0.002248345
7.404721723094495e-10	-0.92258996	0.32863954	-0.02625871
7.500096776438146e-10	-0.94206583	0.27220795	-0.046034228
7.602384321908997e-10	-0.9610419	0.17878272	-0.060447086
7.704653347932502e-10	-0.9729727	0.06775646	-0.064565286
7.800050517110489e-10	-0.9751239	-0.033332936	-0.057590652
7.902226248915342e-10	-0.96902215	-0.11899683	-0.039018616
8.004339494541343e-10	-0.9610887	-0.164807	-0.012553519
8.106402023072414e-10	-0.9595322	-0.16278875	0.016239798
8.201616364765559e-10	-0.9657889	-0.11797572	0.04036768
8.303617233436276e-10	-0.97483397	-0.03138636	0.058954168
8.405624262321012e-10	-0.97602457	0.079683244	0.066878565
8.500860667126412e-10	-0.9655801	0.18696475	0.06378639
8.602956954189293e-10	-0.9458403	0.2866382	0.050578177
8.705138752550944e-10	-0.92582995	0.35590383	0.030163586
8.800578131457579e-10	-0.9144699	0.3855901	0.007886313
8.902884130401491e-10	-0.91567385	0.37801737	-0.015995223
9.005206554795071e-10	-0.930109	0.3326369	-0.036348008
9.10069824760419e-10	-0.9483588	0.26229644	-0.049379505
9.202994274637765e-10	-0.9639817	0.16907726	-0.05493949
9.305268437535662e-10	-0.9707086	0.07394467	-0.051287875
9.40071877861135e-10	-0.97067523	-0.0018504818	-0.040382262
9.502978011606215e-10	-0.9686101	-0.056528278	-0.02274133
9.605268186721339e-10	-0.9694396	-0.07625002	-0.0020950497
9.700727506153163e-10	-0.97522575	-0.06189999	0.016713357
9.802980175064093e-10	-0.98374444	-0.01543998	0.033038467
9.905165729029982e-10	-0.98810124	0.05385172	0.042406864
1e-09	-0.9846121	0.1260438	0.04326933
